Attributes,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume
Symbols,AAPL,AMZN,FB,GCVRZ,GOOGL,GSK,LLY,MRK,MSFT,NFLX,NVS,ORCL,PFE,PYPL,TSLA,TWTR,AAPL,AMZN,FB,GCVRZ,GOOGL,GSK,LLY,MRK,MSFT,NFLX,NVS,ORCL,PFE,PYPL,TSLA,TWTR,AAPL,AMZN,FB,GCVRZ,GOOGL,GSK,LLY,MRK,MSFT,NFLX,NVS,ORCL,PFE,PYPL,TSLA,TWTR,AAPL,AMZN,FB,GCVRZ,GOOGL,GSK,LLY,MRK,MSFT,NFLX,NVS,ORCL,PFE,PYPL,TSLA,TWTR,AAPL,AMZN,FB,GCVRZ,GOOGL,GSK,LLY,MRK,MSFT,NFLX,NVS,ORCL,PFE,PYPL,TSLA,TWTR
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,173.0436,1625.98,164.335,0.5,1114.37,39.924,123.169,79.9773,110.8497,362.98,88.6143,52.2261,42.5823,96.34,292.22,31.89,174.6275,1639.99,166.24,0.51,1126.43,40.1906,124.4617,80.5534,112.8224,365.7,88.8759,52.6443,42.85,96.82,302.01,31.96,172.5089,1616.13,163.8,0.1529,1106.7,39.8253,122.632,79.4608,110.76,359.33,88.536,52.0072,42.4237,95.53,288.7701,30.99,173.6613,1636.4,164.13,0.5,1122.01,39.9931,123.9745,80.1958,111.9456,364.97,88.6531,52.3655,42.6418,96.59,297.86,31.01,17070211,2665815,13784063,2665631,1751261,1766161,20791003,8518983,21536733,4944593,1233236,12041308,15701050,5906401,8582535,17519063
2019-02-27,172.5456,1628.18,162.9,0.4,1114.01,39.8549,123.7955,79.9972,111.2781,363.5,88.7209,52.2859,42.6022,96.11,301.78,30.95,174.3287,1641.81,163.93,0.4898,1125.73,40.1709,125.7744,80.7421,111.9456,368.03,89.0019,52.4053,42.8401,98.04,316.295,31.0,172.0674,1615.1,160.41,0.4,1108.56,39.8351,123.3878,79.8879,110.4711,359.8,88.3721,52.027,42.4337,95.93,300.55,29.9,174.1992,1641.09,162.81,0.4898,1122.89,39.9536,124.9788,80.0766,111.7563,362.87,88.4593,52.1465,42.5526,97.86,314.74,30.41,27835389,3148824,12697485,211033,1104881,3308586,32135797,7493415,21487062,5629945,1400499,10674216,15631014,5565391,11183908,24639117
2019-02-28,173.6513,1635.25,162.37,0.47,1119.0,39.7956,124.8197,79.9872,111.6268,362.47,88.5174,51.9673,42.5724,97.66,318.92,30.25,174.239,1651.77,163.5,0.49,1133.99,40.166,127.0572,81.2089,112.4637,366.39,89.0116,52.2759,43.3951,98.525,320.0,30.79,172.2567,1633.83,160.86,0.47,1118.41,39.7561,124.5015,79.9872,111.3179,357.709,88.3188,51.813,42.4931,97.08,310.81,30.01,172.4858,1639.83,161.45,0.485,1126.55,39.8549,125.5854,80.7421,111.6168,358.1,88.4011,51.8976,42.9689,98.07,319.88,30.78,28215416,3025891,11114185,101967,1371355,3600709,36023631,11057691,29083934,6186763,1368958,31856866,37004223,6151847,10520653,15242855
2019-03-01,173.6115,1655.13,162.6,0.462,1131.0,39.9043,126.5401,81.2089,112.4737,362.26,88.5368,52.266,43.2266,98.92,306.94,31.17,174.4781,1674.26,163.132,0.475,1150.0,40.0721,128.698,81.3728,112.6032,362.87,88.7936,52.4949,43.405,99.45,307.13,31.19,172.2268,1651.0,161.69,0.462,1131.0,39.8253,125.8738,80.6229,111.2532,354.6915,88.3333,52.1365,42.9094,98.34,291.9,30.28,174.2988,1671.73,162.28,0.4724,1148.52,39.8845,128.1212,81.0997,112.115,357.32,88.5659,52.2759,42.9788,98.8,294.79,30.62,25886167,4974877,11097770,89404,1704258,2323844,43291166,10137977,23501169,5526539,1338539,15757663,25301489,5434436,22911375,12360706
2019-03-04,175.0161,1685.0,163.9,0.45,1154.56,39.9833,129.7819,81.4771,112.6032,359.72,89.21,52.4352,43.0581,98.03,298.12,30.78,177.0682,1709.43,167.5,0.4751,1165.52,39.9833,129.7819,81.5665,112.8323,362.25,89.28,52.6094,43.2068,98.5,299.0,31.26,173.3027,1674.36,163.83,0.43,1138.25,39.608,124.6407,79.9872,110.3914,348.0436,88.75,51.3401,42.503,95.34,282.78,30.065,175.1754,1696.17,167.37,0.4751,1153.42,39.7759,126.7489,80.8216,111.846,351.04,89.26,51.808,42.6914,96.57,285.36,30.5,27436203,6167358,18894689,172607,1774467,2081992,59468814,8132355,26608014,7486996,1402481,14850055,21637448,7855772,17096818,15920363
2019-03-05,175.2651,1702.95,167.37,0.4602,1156.0,39.6969,127.6837,80.9308,111.836,351.46,88.79,51.808,42.7112,96.65,282.0,30.5,175.3249,1707.8,171.88,0.48,1176.49,40.0326,128.1538,81.4771,111.9755,356.17,90.11,52.3524,42.8698,97.14,284.0,31.23,173.8705,1689.01,166.55,0.4301,1153.02,39.6179,126.013,80.6726,110.8198,348.25,88.78,51.7831,42.4733,96.15,270.1,30.39,174.8567,1692.43,171.26,0.4523,1169.19,39.8549,127.7732,81.1493,111.288,354.3,89.8,52.1266,42.513,96.53,276.54,31.03,19737419,3681522,28187890,48284,2004723,1990626,53212630,8299825,19538318,5937754,3692402,16291901,25170612,6321889,18764740,13073531
2019-03-06,174.0,1695.97,172.9,0.45,1171.76,40.0228,128.0317,81.05,111.4574,353.6,90.03,52.0768,42.4436,96.52,276.48,30.94,174.8168,1697.75,173.57,0.47,1174.74,40.0228,128.0715,81.2089,112.2445,359.88,90.04,52.5148,42.4931,97.28,281.5058,31.339,173.2728,1668.28,171.27,0.45,1163.05,39.5488,124.6904,79.7538,111.019,351.7,89.35,51.8976,41.2541,95.91,274.39,30.585,173.8505,1668.95,172.51,0.46,1164.94,39.687,125.9733,80.2157,111.3379,359.61,89.81,52.1166,41.492,96.46,276.24,30.8,20810384,3996001,21531723,65453,1180052,1517328,74822867,7793076,17686996,6211895,1205918,12389327,21262526,3226530,10335485,10938592
2019-03-07,173.203,1667.37,171.5,0.4501,1160.5,39.6673,125.7048,80.4839,110.9892,360.16,89.84,51.9673,41.492,96.17,278.84,30.76,173.7708,1669.75,171.74,0.4619,1163.58,39.7759,126.4804,80.5584,111.1386,362.86,89.94,52.8931,41.5236,96.75,284.7,30.84,171.3601,1620.51,167.61,0.4501,1141.71,39.4056,124.4319,79.4956,109.4598,350.5,89.3052,51.9573,40.8874,95.3,274.25,30.01,171.8383,1625.95,169.13,0.46,1150.85,39.6179,125.6351,79.9078,109.9829,352.6,89.43,52.3456,41.0261,96.21,276.59,30.12,24796374,4957017,18306504,13110,1504328,3026582,60615568,10425142,25338954,6151331,1633235,16624134,27557956,6170276,9442483,15779860
2019-03-08,169.6667,1604.01,166.2,0.46,1133.9,39.6475,125.665,79.6694,108.7574,345.75,89.22,52.1166,40.9667,95.04,276.91,29.64,172.4061,1622.72,169.62,0.46,1153.45,39.6673,126.2716,80.0568,110.3017,349.92,89.73,52.5447,41.0757,95.77,285.59,30.21,168.8498,1586.57,165.97,0.4305,1130.2,39.3217,124.5512,78.5172,108.3987,342.47,88.93,51.8976,39.9854,94.51,275.89,29.41,172.2467,1620.8,169.6,0.46,1149.97,39.6179,125.9931,79.2621,110.1024,349.6,89.68,52.5348,40.5305,95.69,284.14,30.04,23999358,4667014,13184831,25762,1184732,1678302,50169777,11179741,22818430,6898838,1630765,15071067,29702195,4578084,8819625,11964309
2019-03-11,174.8168,1626.12,171.6,0.44,1152.0,39.6278,121.4188,79.8184,110.5807,352.0,89.57,51.7085,40.7387,96.01,283.52,30.24,178.4329,1672.29,174.3,0.47,1179.91,39.7443,121.4188,80.4839,112.5334,358.98,90.35,52.9379,41.155,97.57,291.28,30.91,174.6774,1626.01,171.58,0.41,1151.57,39.4105,121.4188,79.5303,110.5707,350.03,89.55,51.6736,40.4413,95.9539,280.5,30.24,178.2137,1670.62,172.07,0.47,1179.26,39.5784,121.4188,80.3249,112.4139,358.86,90.07,52.4252,41.1352,97.45,290.92,30.87,32011034,3876352,18883983,36102,1501633,1759580,290,8708675,26491618,5387285,1226585,20027695,27667468,5387479,7392278,16013214
2019-03-12,179.3095,1669.0,172.09,0.436541,1182.3,39.3217,121.8166,80.6229,112.4039,359.37,90.01,52.4352,41.3334,98.0,286.49,31.15,181.9693,1684.27,173.8,0.4422,1205.71,39.6771,123.8054,81.0103,113.5696,360.13,90.48,53.0524,41.5515,98.08,288.07,31.41,178.6819,1660.98,171.2178,0.4301,1182.3,39.3167,118.177,80.2355,112.2344,353.8,89.95,52.3456,41.011,96.9,281.06,30.885,180.216,1673.1,171.92,0.4422,1197.25,39.5488,123.195,80.6825,113.201,356.27,90.07,52.5646,41.3632,97.5,283.36,31.16,32467584,3614498,12155264,15275,2110979,1298129,4938,8837198,26132717,5164571,1820583,18048545,22932195,5624849,7504137,12324334
2019-03-13,181.5509,1683.0,172.32,0.4302,1205.93,39.7463,123.2468,81.0599,113.7091,355.81,90.78,52.8235,41.5019,98.2,283.9,31.31,182.5969,1700.0,174.03,0.445,1207.12,39.8746,125.486,81.4573,114.5759,362.48,91.68,53.2316,41.7596,100.5901,291.99,31.48,180.226,1679.35,172.12,0.42,1197.91,39.6421,122.811,80.6428,113.3604,352.765,90.59,52.5049,41.1847,98.14,282.7,31.04,181.013,1690.81,173.37,0.445,1199.06,39.845,125.486,81.05,114.0777,361.21,91.63,52.8235,41.6407,99.31,288.96,31.3,31032524,3552041,11973280,27549,1294354,1164908,4046,7690603,35513771,6444092,2480588,19490842,22500347,9356601,6844719,10201337
2019-03-14,183.1946,1691.2,169.76,0.426,1199.02,39.9635,124.2827,81.31,114.1176,360.5,91.49,52.7438,41.6308,99.46,292.45,31.28,183.3938,1702.0,171.15,0.45,1204.7,40.0721,124.2827,81.76,114.7751,363.84,92.41,53.157,41.7101,99.67,295.39,31.55,181.8597,1684.34,168.16,0.34,1191.23,39.845,121.8265,80.9331,113.9084,358.1008,91.36,52.6144,40.7684,98.93,288.29,30.94,183.0252,1686.22,170.17,0.45,1192.53,39.924,122.3933,81.49,114.1674,358.82,92.02,52.8135,40.8279,99.03,289.96,31.03,23579508,2946618,18037364,23413,1365072,1574709,42768796,8139817,30763367,5271429,1616472,24000329,30473983,5414658,7103447,12090588
2019-03-15,184.1409,1703.0,167.16,0.4277,1198.0,40.003,122.4132,81.5,114.9146,361.02,92.48,51.1709,40.8675,99.4,283.51,31.04,186.6114,1718.8,167.58,0.447,1201.72,40.1314,123.4673,81.905,116.8176,364.0,93.62,53.152,41.5118,101.2599,283.7244,31.41,183.0352,1693.13,162.51,0.4277,1187.01,39.8352,121.2796,80.8,114.1674,358.89,92.29,50.7726,40.5008,99.33,274.4,30.71,185.406,1712.36,165.98,0.447,1190.3,40.1215,123.2485,81.57,115.4825,361.46,93.29,52.704,41.4127,100.73,275.43,31.22,39042912,7550870,37126000,255140,2593338,2115761,47331005,16546761,54630661,8443210,2656247,43340219,70938023,10960863,14785531,17522706
2019-03-18,185.0873,1712.7,163.57,0.41,1189.69,40.1215,123.2983,81.27,115.7416,362.47,93.04,52.6343,41.4028,101.21,276.0,31.25,187.6673,1750.0,163.9,0.4737,1194.95,40.161,124.6507,81.83,117.1763,370.9705,93.22,53.7194,41.6952,101.83,278.05,31.58,185.0773,1712.63,159.28,0.41,1181.48,39.7907,122.811,80.92,115.622,361.86,92.71,52.5447,41.2839,99.37,267.3,30.84,187.2988,1742.15,160.47,0.45,1188.55,39.9833,124.5413,81.35,117.1364,363.44,93.17,53.2217,41.4424,100.27,269.49,31.08,26219832,5429058,37524191,15435,1222203,1365002,16052335,13700423,31207596,7194726,2173315,21953604,18021218,6454037,10280980,13172614
2019-03-19,187.6275,1753.51,161.48,0.4514,1191.72,40.0721,124.5612,81.54,117.6545,366.4,93.63,53.5602,41.601,100.6,267.5,31.15,188.265,1784.16,163.82,0.4601,1203.4,40.2203,125.9434,82.0,118.0032,366.96,93.7,54.1326,42.057,101.685,273.3,31.5,185.2068,1753.51,160.82,0.4501,1189.46,39.8845,124.4418,80.96,116.5585,356.8,92.895,53.5104,41.383,100.6,263.46,30.88,185.8145,1761.85,161.57,0.4601,1202.46,39.9438,125.8838,81.91,117.2161,358.78,92.99,53.7991,41.9281,101.54,267.47,31.27,31646369,6364161,25611488,11585,1489407,2210680,13726265,9756117,37588697,7541425,2546120,19214018,25050546,6965119,11800630,15557439
2019-03-20,185.5156,1769.94,161.5,0.45,1201.4,40.2499,126.8285,81.85,116.9571,358.91,93.01,53.6498,41.829,101.45,269.69,31.24,188.7631,1799.5,166.12,0.4523,1229.99,40.4671,128.3798,82.72,118.312,375.9,93.89,53.9484,42.0223,103.05,274.97,32.65,184.0214,1767.03,161.24,0.4477,1199.59,40.0524,126.1224,81.38,116.2796,357.01,92.78,52.2709,41.4127,100.84,266.3,31.16,187.4382,1797.27,165.44,0.4481,1226.43,40.2993,127.445,82.08,117.0866,375.22,93.48,52.4053,41.7993,102.31,273.6,32.57,31035231,6265633,20211474,60582,2075442,2034950,7520705,11349959,28113343,10917165,1512730,24111603,22295088,6462929,6908224,22373782
2019-03-21,189.2911,1796.26,164.89,0.4477,1220.0,40.6844,126.1721,82.1,116.703,374.0,93.44,52.3954,41.5614,102.15,272.6,32.31,195.5769,1823.75,166.39,0.451,1236.44,40.951,128.2604,83.17,120.3744,379.0,93.84,53.809,42.2652,104.56,276.45,32.69,189.0819,1787.28,163.75,0.44,1216.58,40.625,125.9335,81.85,116.6582,370.61,93.36,52.1166,41.5019,102.085,268.45,32.03,194.3416,1819.26,166.08,0.4422,1236.13,40.7239,127.5942,82.95,119.7766,377.87,93.66,53.7991,41.9777,104.15,274.02,32.61,51034237,5767797,16223007,8212,1407480,2568576,5704385,9039384,29854446,8544017,3730803,16686327,23019526,7216748,5947098,13346906
2019-03-22,194.5907,1810.17,165.65,0.44,1228.85,40.9313,128.0118,82.91,119.0593,375.95,93.32,53.381,41.829,103.87,272.58,32.5,196.9317,1818.98,167.42,0.4523,1233.63,41.0991,128.7576,83.45,119.149,376.43,93.79,53.6398,42.2453,104.0,272.8,34.21,190.0482,1763.11,164.09,0.44,1206.0,40.7338,126.7191,82.0164,116.6084,360.04,93.24,52.5049,41.4573,101.25,264.0,32.34,190.3171,1764.77,164.34,0.45,1207.65,40.7338,127.5842,82.29,116.6183,361.01,93.42,52.5348,41.4821,101.27,264.53,33.02,42407666,6362983,16389185,46441,1721133,2510418,15332895,10152269,33624528,8661346,2813304,16201521,18614890,7194999,8745609,28034683
2019-03-25,190.7754,1757.79,163.0,0.4422,1199.56,40.7436,127.8925,82.07,116.1301,359.0,93.57,52.3257,41.4424,100.94,259.71,32.83,191.2436,1782.68,166.54,0.4516,1209.44,40.8819,129.8515,82.75,117.5748,367.0399,93.66,52.704,41.7795,102.18,263.18,33.3,185.8842,1747.5,162.0,0.4422,1190.0,40.6153,127.6936,81.92,115.8934,357.44,92.9,52.0011,41.3037,100.51,254.46,32.28,188.016,1774.26,166.29,0.4516,1197.38,40.6943,129.1455,82.35,117.2261,366.23,93.31,52.5049,41.5217,101.55,260.42,32.59,43845293,5103803,12631230,1956,1378849,2105887,5972779,7517834,27067117,8473845,1363662,11755914,18808072,5117698,10215029,15272347
2019-03-26,190.9288,1793.0,167.35,0.442,1205.19,41.3262,129.5134,82.76,118.1825,367.87,94.65,53.0524,41.829,102.34,264.44,32.98,192.1401,1805.77,169.45,0.4519,1207.65,41.346,131.3928,83.47,118.2672,368.38,95.13,53.3013,42.3246,103.285,270.26,33.86,183.872,1773.36,166.3499,0.442,1181.76,40.9905,128.9764,82.57,116.4191,358.02,94.47,52.8235,41.7596,101.75,264.43,32.92,186.0735,1783.76,167.68,0.45,1189.84,41.0794,130.289,82.92,117.4751,359.97,95.02,53.0425,42.0471,103.15,267.77,33.06,49800538,4865880,15437920,4983,1537606,2450186,5872941,8819443,26097665,7666475,4141506,11657558,19781073,4498014,7350948,17252299
2019-03-27,188.026,1784.13,167.85,0.44,1191.92,41.3065,130.2294,82.92,117.4403,361.0,95.15,53.0425,41.9678,103.2,268.75,32.93,189.0321,1787.5,168.94,0.48,1191.92,41.425,130.8211,83.06,117.774,362.47,95.51,53.4108,42.2652,104.17,275.37,33.4522,185.8344,1745.68,164.79,0.44,1164.23,41.0103,127.803,81.81,115.0955,350.37,94.5,52.0768,41.5515,101.74,268.1838,31.95,187.747,1765.7,165.87,0.46,1178.01,41.2077,128.0516,82.29,116.3394,353.37,95.11,52.5746,41.6506,103.07,274.83,32.28,29848427,4324801,10620299,28958,1471402,3156663,7675098,9561832,22733427,7852370,3694105,12636047,18458296,5450156,8779166,13669409
2019-03-28,188.2252,1770.0,164.57,0.442,1175.5,41.4744,128.6184,82.79,117.0069,354.485,95.5,52.7637,41.8092,103.45,277.16,32.29,188.8319,1777.93,166.72,0.4549,1177.25,41.6176,129.1753,82.9,117.1464,355.94,95.8,53.0574,41.9927,104.01,280.33,32.93,186.8106,1753.47,163.33,0.44,1163.43,41.2966,128.151,82.175,115.7017,349.2,95.32,52.5547,41.6903,102.67,275.1,31.73,187.9961,1773.42,165.55,0.4549,1172.27,41.346,128.2306,82.63,116.4988,354.61,95.63,52.9529,41.9182,103.86,278.62,32.87,20780363,3042958,10689171,29667,1120122,3448570,6112929,6833277,18334755,4360960,1443866,9103127,16048895,4466587,6774093,17750596
2019-03-29,189.1018,1786.58,166.39,0.48,1180.18,41.4052,128.2903,83.0,117.6346,357.16,95.52,53.2316,42.0273,104.52,278.7,33.1,189.3509,1792.86,167.19,0.48,1183.97,41.4546,129.2101,83.3,117.8836,358.25,96.31,53.4954,42.2057,104.7,280.16,33.24,187.8168,1776.63,164.81,0.44,1166.38,41.1189,128.2604,82.71,116.5287,353.71,95.27,53.0126,41.822,103.46,274.5,32.47,189.2214,1780.75,166.69,0.45,1176.89,41.267,129.0361,83.17,117.505,356.56,96.14,53.4706,42.0966,103.84,279.86,32.88,23563961,3320793,13455454,25389,1544615,2364334,5729087,9683255,25399752,4705636,1744077,11485721,20571118,5625544,5991338,13529256
2019-04-01,190.9049,1800.11,167.83,0.44,1187.54,41.5435,129.9808,83.73,118.5113,359.0,96.31,53.6398,42.2057,104.99,282.62,33.16,190.9447,1815.67,168.9,0.455,1200.2,41.5435,130.6172,83.85,118.6692,368.33,96.31,54.4064,42.5576,105.76,289.2,33.68,187.6574,1798.73,167.2789,0.4,1186.36,41.1781,128.33,82.94,117.6644,358.51,95.65,53.6099,42.1759,103.85,281.281,32.7,190.5064,1814.19,168.7,0.4509,1198.98,41.2867,128.33,83.3,118.5811,366.96,95.71,54.3367,42.4634,105.55,289.18,33.44,27861964,4238752,10381490,36741,1385595,2336243,5132275,8416393,22789103,7036097,1530723,15191712,19302651,6157204,8110439,12499656
2019-04-02,190.357,1811.02,170.14,0.45,1200.05,41.5534,128.3201,83.46,118.6209,366.25,94.82,54.1674,42.5724,105.76,288.3,33.44,193.7141,1820.0,174.9,0.4523,1205.81,41.6718,128.8471,83.72,119.0394,368.42,95.03,54.257,42.8004,105.76,289.44,33.89,190.3171,1805.12,169.55,0.4422,1191.24,41.3361,127.5196,82.9,118.0829,362.22,94.6801,53.6398,42.3643,104.66,283.88,33.23,193.2757,1813.98,174.2,0.4422,1205.54,41.3559,128.5985,83.21,118.7504,367.72,94.88,53.9086,42.5328,105.23,285.88,33.75,22765732,3448115,23946529,4583,914413,3132937,3214621,5606195,18142297,5158742,1606494,10812078,17670906,4177507,5478940,11638013
2019-04-03,192.5087,1826.72,174.5,0.45,1212.7,41.2275,128.3897,83.27,119.418,369.26,94.35,53.9186,42.6121,105.91,287.32,34.0,195.7462,1830.0,177.96,0.45,1220.6,41.4596,128.5289,83.655,119.9859,373.4105,95.04,54.1475,42.6914,105.97,296.17,34.76,192.4091,1809.62,172.95,0.4422,1205.08,41.109,126.1324,82.75,118.7106,366.19,94.1575,53.6149,42.1759,104.49,287.17,33.81,194.6006,1820.7,173.54,0.45,1210.81,41.2374,126.3412,83.18,119.5276,369.75,94.96,53.819,42.4634,104.69,291.81,34.38,23271830,3980590,27590058,16278,1109614,2817701,4425479,6250663,22860744,5376623,3071692,12853422,15370795,5442449,7929864,18040972
2019-04-04,194.0428,1820.65,176.02,0.4445,1211.29,41.3065,126.6296,83.01,119.6571,370.07,94.14,53.6199,42.4138,104.7,261.89,34.7,195.6167,1828.75,178.0,0.455,1220.55,41.3335,126.6395,83.2,119.7866,372.05,94.275,53.9086,42.5278,104.97,271.2,35.1353,192.3991,1804.2,175.5301,0.44,1209.04,41.0103,123.9148,81.21,117.9434,362.4,93.5,53.1719,42.1264,102.65,260.59,33.9,194.9393,1818.86,176.02,0.44,1219.45,41.1683,124.9092,81.85,118.9198,367.88,94.22,53.5801,42.3643,104.46,267.78,34.42,19114275,3623867,17847731,100298,1051089,2198643,5540197,9787850,20112848,4627305,2971016,9978761,12325356,7996830,23720729,14604127
2019-04-05,195.6964,1829.0,176.88,0.45,1219.3,41.2966,125.7843,81.97,118.9497,369.0,94.03,53.5004,42.6022,104.84,269.86,34.55,196.3439,1838.58,177.0,0.45,1220.39,41.3559,126.3014,82.16,119.7866,369.8,94.54,53.9484,42.8995,105.8,276.1,34.7999,195.1784,1825.19,175.1,0.44,1210.03,41.0201,124.9092,81.11,118.9298,364.66,93.77,53.5004,42.513,104.62,266.11,34.37,196.2443,1837.28,175.72,0.44,1211.45,41.0794,126.2815,81.15,119.4478,365.49,93.99,53.6896,42.6121,105.73,274.96,34.72,18526644,3640476,9594133,110886,1001044,1954308,4656359,9851324,15826245,3905493,2333651,10016462,14761894,8573757,13038257,9571670
2019-04-08,195.6665,1833.23,175.21,0.44,1211.11,41.3262,125.7943,80.96,119.3681,365.11,94.98,53.4905,42.6914,105.66,277.69,34.79,199.4619,1850.2,175.5,0.452111,1213.95,41.3262,126.5699,81.26,119.5774,365.94,94.98,53.6846,42.8995,107.0,281.16,35.06,195.5868,1825.11,174.23,0.44,1204.69,41.0399,125.3883,80.35,118.2025,359.93,94.325,53.0923,42.5328,104.67,270.44,34.51,199.3324,1849.86,174.93,0.45,1208.28,41.1485,126.4506,80.95,119.4877,361.41,94.93,53.4805,42.7608,106.57,273.2,34.86,25881697,3752841,7297379,39256,1087588,2044996,3430908,10101497,15116186,4653810,2672450,10126799,14620975,9261995,10410436,10655009
2019-04-09,199.5516,1845.49,175.62,0.44,1201.89,41.0695,126.0528,80.57,118.1925,360.54,84.76,53.2615,42.6022,106.06,271.65,34.84,202.0719,1853.09,179.19,0.5049,1207.15,41.1238,127.4052,80.98,119.0991,366.74,85.08,53.8588,42.622,107.51,275.0,35.39,198.4658,1831.78,175.55,0.4305,1198.38,40.9016,125.8937,80.26,118.1427,359.0,83.26,53.2316,42.2057,105.83,269.61,34.8068,198.7347,1835.84,177.58,0.5001,1202.69,40.9708,126.5301,80.8,118.8401,364.71,83.41,53.59,42.4634,106.93,272.31,35.14,35768237,3714368,19751031,918388,983840,1810247,4215648,10291417,17611981,5439228,6844688,9789013,17860595,7217072,5904031,13889711
2019-04-10,197.9179,1841.0,178.18,0.5,1205.09,40.951,126.8483,80.86,119.3183,365.79,82.15,53.62,42.5427,107.15,276.74,35.26,199.97,1848.0,178.79,0.505,1208.94,41.0349,127.2561,81.32,119.9061,368.8481,82.22,54.16,42.5427,107.77,278.38,35.27,197.4198,1828.81,176.54,0.5,1200.66,40.7239,126.2219,80.65,119.0991,362.25,81.65,53.6,42.2718,106.39,272.8925,34.5125,199.8504,1847.33,177.82,0.505,1206.45,40.7535,126.4804,80.82,119.7467,363.92,81.93,53.97,42.3544,107.51,276.06,34.75,21695288,2963973,11701479,105955,775456,1916026,4227063,6578495,16477169,4545561,4098717,8477336,12526176,6561918,7061314,11648786
2019-04-11,200.0795,1848.7,178.24,0.5,1208.9,40.7733,126.1522,80.93,120.0954,365.0,82.27,54.05,42.4138,107.51,268.3,34.75,200.229,1849.95,178.4,0.5125,1212.74,40.793,126.6097,80.93,120.4043,370.12,82.3199,54.19,42.4535,107.74,270.5,34.87,197.6819,1840.31,177.0,0.5,1204.54,40.3338,123.8154,79.39,119.4777,360.81,81.66,53.52,41.6209,105.91,265.6,34.41,198.1868,1844.07,177.51,0.5,1209.59,40.4276,124.4518,79.84,119.8862,367.65,81.87,53.79,41.8984,106.46,268.42,34.58,20900808,2654842,8070967,46176,849947,2750812,5520681,9933664,14209121,6526899,2869340,8147643,19179152,7681003,9835927,10982651
2019-04-12,198.4359,1848.4,178.0,0.5,1215.62,40.1511,124.5413,80.01,120.1951,360.69,80.55,54.1,41.9678,107.03,270.22,34.67,199.3723,1851.5,179.63,0.5143,1223.05,40.388,124.5413,80.435,120.5338,361.75,80.935,54.5,41.9678,108.54,271.95,34.83,195.4573,1841.3,177.95,0.5,1213.29,40.003,122.3337,79.3,119.9261,349.36,80.12,53.87,41.2145,106.41,266.83,34.11,198.1071,1843.06,179.1,0.5,1222.73,40.0919,122.3734,79.43,120.5039,351.14,80.24,54.5,41.3433,108.48,267.7,34.37,27760668,3114413,12329812,13434,1215610,2756749,5470362,9699151,19745143,15646199,4446417,9013994,20245333,6998048,6745974,12713801
2019-04-15,197.8182,1842.0,178.5,0.5,1224.09,40.3585,123.0795,79.31,120.494,350.71,80.89,54.5,41.492,108.58,268.63,34.38,199.0834,1846.85,180.5,0.504677,1229.3,40.5066,123.6563,79.49,121.1316,352.21,81.13,54.75,41.7497,109.0,268.88,35.03,197.2504,1818.9,176.87,0.5,1214.56,40.24,122.4728,78.47,120.1253,342.27,80.55,54.31,41.1054,107.31,258.63,34.34,198.4658,1844.87,179.65,0.5,1226.53,40.2598,123.3878,78.53,120.6036,348.87,80.96,54.63,41.72,108.14,266.38,34.71,17536646,3724423,10834762,47295,1189974,2170546,4549115,13189354,15792572,8842344,2571176,7694969,17421965,4480406,10038579,10248382
2019-04-16,198.6949,1851.35,179.0,0.5,1230.0,40.5856,124.233,79.23,121.1914,355.0,80.72,54.67,41.8488,108.8,265.75,34.84,200.5975,1869.77,180.17,0.51,1235.98,40.5856,124.233,79.29,121.2014,364.4787,80.82,54.91,41.9281,108.8,275.0,34.99,197.7983,1848.0,178.3,0.5,1225.04,39.766,119.1217,77.42,119.6571,352.72,79.26,54.325,40.4711,107.58,264.72,34.23,198.4857,1863.04,178.87,0.5025,1231.91,39.766,119.2907,77.56,120.3246,359.46,79.34,54.59,40.5603,108.2,273.36,34.46,25696385,3044618,11215193,662083,1131099,2585463,6573485,11957488,14071787,18740232,2980933,7265205,26097727,3766267,7272930,9396320
2019-04-17,198.7746,1872.99,179.6,0.5,1237.0,40.0721,119.3305,77.61,120.7929,365.05,78.99,54.68,40.5404,107.805,274.75,34.73,202.5998,1876.47,180.74,0.51,1245.1,40.0919,119.3902,77.62,121.4006,368.764,78.99,54.83,40.6396,108.86,274.79,34.9,197.8481,1860.44,178.36,0.5,1232.9,39.4205,115.2434,73.75,120.0954,350.6,77.22,54.39,39.0437,107.25,268.535,34.2,202.3508,1864.82,178.78,0.5099,1240.14,39.4796,115.85,73.92,121.3209,354.74,77.3,54.48,39.5294,108.81,271.23,34.48,28906780,2893517,9973732,29708,1518286,3807272,14842845,32615901,19300938,18054101,4707419,7792166,40239196,5354021,5126468,9022995
